MonsoonIntensity,ClimateChange,TopographyDrainage,Watersheds,CoastalVulnerability,Urbanization,Deforestation,AgriculturalPractices,WetlandLoss,DrainageSystems,FloodProbability
0.4974967883223054,0.06561754097276556,0.6260298809775617,0.6531773336797315,0.0824565560833439,0.3526090000336534,0.34629579401818456,0.3602803367367708,0.3821750844611471,0.5577177118637133,0.26705617601986187
0.2364358058269032,0.11895211647456082,0.715125300259483,0.97620942445567,0.36782204186201867,0.1452351756896461,0.5377845541578924,0.3510435668700243,0.16967491784048733,0.6145109572910217,0.159660033437792
0.5700603145133168,0.18946925555230687,0.24427969432002733,0.6349861988881771,0.4092967556693785,0.25968784917096466,0.1418949027342084,0.23999215770008248,0.23531698936846482,0.7009370232287044,0.3453093563358757
0.8880482881564957,0.17029265444675706,0.5219991264872498,0.7978782180577276,0.5234298349570902,0.6530973596482409,0.17584338682797238,0.6700386609951097,0.4735528845336857,0.6564287115945645,0.3633589330662762
0.4921346466680657,0.3059650977019758,0.1997683687119925,0.876562250547516,0.1595413973600778,0.7004362946414413,0.7213911773817546,0.31672170129555693,0.6733899169406925,0.439943207759661,0.22094365818000344
0.18918879351266138,0.4262180200924558,0.5012264147749855,0.8745791760718361,0.4271024137624341,0.7557860251760297,0.6920062554930194,0.28910232817674114,0.64008051111822,0.5443854383463311,0.29470590346992986
0.47018325200943745,0.26871961758197116,0.5301365599058949,0.7887782809069728,0.26231652121611276,0.12000175619059976,0.23382856334210023,0.20218801726118524,0.1434291341128085,0.5603029952573995,0.16450380749900675
0.02169596745880574,0.4431673295425196,0.6224239070532913,0.6420526936679714,0.40378896809164677,0.1649765695515821,0.5057905665200204,0.6060545687893998,0.22907043995729084,0.5693851913187872,0.17436197509134085
0.19638943704107628,0.5449003211651109,0.4143589535755311,0.7372743115678069,0.3522342036026594,0.08050198426158664,0.2055486037014355,0.21983746478333868,0.17720160630284557,0.9127446786407968,0.15102639543510454
0.5087975075011658,0.5814331752073189,0.9471125996175899,0.8004673948980316,0.08451502074971624,0.26195025947908307,0.08901694230475689,0.1620251768539771,0.22690971749707192,0.5524659964423103,0.24582757690774082
0.5683318736236903,0.2168335635915367,0.06512818507098796,0.5164126364727413,0.029866447152273153,0.38672754077212573,0.282329551634281,0.5051329705398552,0.452978787545396,0.36624192923529586,0.13268204933263303
0.3749648588807753,0.16255862611319175,0.6136300113211571,0.9371626576603871,0.2561302612779917,0.8752786398433938,0.2677101370648759,0.13346946884407218,0.6681913790137373,0.36574664001696466,0.29428031794510034
0.10383716541860469,0.3234087720683254,0.23542458174751646,0.6014759389931892,0.5321308818608624,0.18086725702040335,0.09610095613714817,0.4368703081900276,0.24578293406115756,0.8719600358738062,0.14411639358340206
0.23575231376382044,0.021097028311599018,0.5101301370915935,0.5917669795046195,0.2875395975121463,0.023361471537947612,0.07173091058732241,0.2691060763280094,0.21232634636605105,0.5023420970000922,0.08905263540265096
0.1798485396355324,0.07249325843134541,0.20603044743204085,0.3958170686384718,0.2994303007547105,0.16977790500866413,0.3755897278094701,0.6929580527307694,0.1247227819583204,0.4823174558091594,0.12202161608055664
0.010936990910402396,0.1758765380603621,0.28395783370683436,0.28456032272237297,0.21992107129882538,0.6218665523783238,0.5672019457583543,0.4725844766351885,0.5979067516637241,0.5190274955820449,0.21328185486093282
0.30438403465045977,0.012140151083700137,0.1804945267439308,0.8940632469388885,0.01749385250049813,0.22523560324409295,0.04843088190071461,0.3728867231841005,0.24256334552581899,0.5927553825137071,0.07397840455372241
0.8578504673018147,0.4117917408705202,0.6125723581212283,0.9743818487426801,0.06204706880203438,0.07578973400729501,0.5402478388885945,0.3755759322077994,0.09974171654315246,0.7526387705856015,0.3135585201599332
0.5067793857802337,0.16806337320521583,0.3139473380706395,0.9394392683541327,0.043071986247706855,0.35129758473325734,0.7547858126445555,0.3025793350933956,0.3515182646004086,0.4901860434201327,0.20862686213553366
0.43840110076498384,0.060198194679936146,0.40201266421054116,0.9232956986552378,0.5419532873657477,0.24283734992152645,0.030384188772823586,0.721199144599202,0.17701946065315535,0.7362140912629167,0.1953187639085048
0.3014822111896508,0.14796131909675533,0.8209211198509259,0.3821136526770131,0.22516713295346083,0.8761062523423163,0.33140358526492847,0.24481591386931226,0.6380433241727832,0.36754791444612933,0.2586154001011632
0.7186800292813805,0.38901389806762643,0.31686395949871016,0.3818448935291179,0.15256583236839089,0.023633414532575343,0.08180813543890611,0.43850927865486417,0.08832442027536232,0.6238363377453855,0.06973670726954531
0.3636545003982456,0.3172773851952717,0.9795689049537099,0.7973433064872278,0.13050413263135416,0.4189218363366895,0.5472135709338618,0.25307408286598093,0.3541485020056928,0.5435453546128253,0.3806152909024363
0.33960326896200455,0.5416750808327764,0.6852601611839451,0.7552816663612574,0.09113763142396866,0.1619102892144482,0.7041295287041589,0.36169656952076223,0.2310363023130423,0.5693226272809705,0.18824854517317696
0.4123200517268329,0.7017388703230749,0.3271547368554801,0.8631337012902832,0.4860124507627445,0.0285826660824887,0.1737308431667724,0.20455944361230555,0.02150904554647133,0.7873516550173405,0.14462570908712577
1.0429621910836115,0.18112721438844775,0.6550416534359682,0.26294376593217345,0.05753706022543678,0.5862157035888217,0.40373028041957276,0.7088378145603491,0.5299276445519244,0.5591448481724313,0.30958497547838404
0.11075841120790872,0.45981352351746185,0.5210865959756972,0.960039175996148,0.4381566859567112,0.6773680118285774,0.028445973295384803,0.12008605401696347,0.47896275019428186,0.6831761943946568,0.2554656149025604
0.5107831812304926,0.523052922867047,0.5336422290524879,0.8411761488424618,0.06907100201656206,0.6953074150726065,0.13431233159608333,0.3636147585090364,0.6357820941038078,0.42900352307320766,0.2930937562886734
0.2573066133053817,0.6081220758920836,0.6925219408783359,0.758116575721157,0.09932168638231108,0.6725387573641227,0.11180356009058698,0.5518501201484824,0.49172517159329787,0.6061562833091788,0.2619078977458183
0.6590757198286099,0.6223596103454623,0.5207832153653611,0.25129445341596934,0.06821465232992809,0.1147842053183344,0.04084196131166787,0.6192179339380023,0.1781091610578685,0.609827645081801,0.2767498430318969
0.17971907574858179,0.5059831995689342,0.7648589174191491,0.4580828968213679,0.08498352393383157,0.11627133385322257,0.43208056562048597,0.6507079932015957,0.2470569849002771,0.7209761437169191,0.15574540389386915
0.43702707280392333,0.06715171175951593,0.7423968183737429,0.9231620688182515,0.03092369047611734,0.2243941404387285,0.11921896072867777,0.29525044923651506,0.1894386150539573,0.5899360688533934,0.24617942626952244
0.4450188783417635,0.18020824506212763,0.5752473404026732,0.9929577091963875,0.26557274849358153,0.35286359083752933,0.4414795358715519,0.22780060707339783,0.2525919563118837,0.6983608945119684,0.20963578324469165
1.3095627992375025,0.22143750318096161,0.6479396731739563,0.8178859833320519,0.3613999091518422,0.10439486371949973,0.6976143626786379,0.627238824589048,0.15704748251783052,0.6994838799419942,0.4082976604220807
0.46894296485910225,0.09000606388887859,0.3978053571406356,0.76465412711846,0.21117471677642605,0.389451540462252,0.6194086040050915,0.2045353050732471,0.48827823878407306,0.8072595317244541,0.32388819053904144
0.31770336681803957,0.5861400903259143,0.5045771446736664,0.8097172154690311,0.5113461546764992,0.12373743836641986,0.7082818880809197,0.3045220508964752,0.14486122216196767,0.7615809786026416,0.27359886183659543
0.8961163423155726,0.15019259520376405,0.4556388359227521,0.8864204986610799,0.1002786635500691,0.3288576700325933,0.546246304010602,0.3906942052075854,0.2936579434060684,0.6897834319107518,0.2644811370184263
0.49400839566500215,0.5007871360873458,0.6751022411856833,0.6781546218369264,0.3811177416121314,0.12043080387301365,0.18771390518102368,0.305798554424867,0.09364640551674483,0.7376160651965207,0.25966859812390153
0.40607819617706914,0.19631469330506934,0.5583378900607965,0.8180998525588037,0.026567730608851366,0.27791532484240333,0.1819592230174784,0.558787876232216,0.34993826278949125,0.4656439627021367,0.1509866738980286
0.8134367707031338,0.4474621249771853,0.25670616257761725,0.8341052926348106,0.34995295429636747,0.203944277783861,0.14605802020844602,0.15712626009935418,0.2552633636060916,0.4997547115061546,0.17904197009548817
