MonsoonIntensity,TopographyDrainage,RiverManagement,Deforestation,Urbanization,ClimateChange,DamsQuality,Siltation,AgriculturalPractices,Encroachments,IneffectiveDisasterPreparedness,DrainageSystems,CoastalVulnerability,Landslides,Watersheds,DeterioratingInfrastructure,PopulationScore,InadequatePlanning,PoliticalFactors,WetlandLoss,FloodProbability
0.7089957184773208,0.11571239115632108,0.51175231201351,0.5276203936557659,0.7151791517057462,0.8077160598056133,0.9267209297208455,0.27648662166905585,0.193527721033339,0.6642798583672322,0.6563665140036401,0.42959186077833933,0.1280435611080132,0.9006974383940778,0.4465055724694921,0.3897999781357918,0.6075788264796506,0.36793748670495924,0.517514236154189,0.6406141189800868,0.3184742429953989
0.8883016882752495,0.4948264500765948,0.47134403050584717,0.13026006815377245,0.6551218395871381,0.4759782882384217,0.9479844363511842,0.09702675640811768,0.3165308938673146,0.05753281574168659,0.7227039548058566,0.5574873919773732,0.10247853525165125,0.7159139614570579,0.6385202612359151,0.0602403890621589,0.8237550065595125,0.31997970791719743,0.7756697135703446,0.4207153320823767,0.32566804426776624
0.09490026416820338,0.6011292604768841,0.3496190158008251,0.4875894255782433,0.567451620187834,0.5473931302793555,0.7885522513819205,0.370482040568924,0.341438831368435,0.21357925090626848,0.6911931810039642,0.5966331405360088,0.22661159712016357,0.35363769779693266,0.9442664926999128,0.19675036904524756,0.5327369611265063,0.5824210115543158,0.3889664028319685,0.44696535218441813,0.39385488846045646
0.4578783684936837,0.27414834406637834,0.5298080086825957,0.0347185041287424,0.3086620822418066,0.3367086636165734,0.6828229323154175,0.6680315742935793,0.1049843132546403,0.5391046319698999,0.09953284178163463,0.5674774899909597,0.12648501586344132,0.869824256961576,0.33565564720857943,0.3673498013461241,0.09434671665576512,0.6461346602303838,0.30273749284995655,0.3478327597583389,0.3464983701818888
0.9375436389700667,0.39533047485600514,0.217508564393282,0.34767853344111066,0.7302040858853087,0.481429453999173,0.7740709066833278,0.032468290175844135,0.7058440442391367,0.576882694647278,0.3224720991680301,0.5893315755501367,0.15079425862183338,0.8571249971533069,0.8282011297543744,0.6930076012164059,0.2416629052421655,0.32904524081292424,0.484576446498204,0.6152286214033659,0.4431005265723999
0.732721551355281,0.7948025562510047,0.07870597708825007,0.3625789358086186,0.36531174172561787,0.5397505182103977,0.5288884457792005,0.1406069006701085,0.4275974300291307,0.3904865456904991,0.7100071235110017,0.7304064615342677,0.3054554347912992,0.7712523383641847,0.8867495528316262,0.06945789301883039,0.589537930940068,0.43610920713551793,0.4095978631572661,0.34513123377148663,0.3304168680139396
0.20219268677321076,0.4745834304393536,0.42683430035638753,0.24305241138170028,0.22543285437083185,0.3701447094976675,0.9143342627187263,0.45987441494416237,0.28849855563042687,0.6068937322157214,0.23800032174734376,0.6832213331108403,0.10265326846555264,0.5455299698913836,0.6385904881987353,0.5661039401056569,0.2215435095675397,0.2869412819936499,0.04592308141736099,0.3303218823024079,0.1265942706987089
0.6993347682310682,0.2452681597428426,0.2271828548610255,0.3265315031091612,0.2169185344401378,0.17047380899279738,0.5306590853918429,0.25287545325125965,0.18534955286173402,0.36506891434328737,0.5826192706054614,0.7015425342905559,0.11345361899676243,1.0606576579830138,0.7072144068728842,0.7002083943214918,0.35972252072990385,0.24165285049626867,0.019952065263012977,0.25215874043236397,0.32417312974481854
0.6700088988340075,0.74815824593759,0.27384105802492936,0.16839040819640103,0.4902299528792022,0.34595118143682374,0.19521563029205483,0.2378333814631405,0.4264400686454487,0.026475603727820804,0.07429076254235802,0.5789827246702399,0.010478009732633109,1.0883684106660065,0.7820964256624537,0.4328866039044426,0.1603855962078711,0.1341874274448343,0.43305445324889497,0.31147766847866293,0.4212202972194906
0.022060650248807892,0.4318880457044339,0.30939210564928793,0.12221884868073289,0.681537221052748,0.549962170550671,0.36615979333082244,0.15475462722959443,0.34988049810224864,0.15382844432954662,0.5778807218912295,0.599329810853581,0.189940912977154,0.171020903883214,0.939000651723856,0.2735700569323082,0.5120979734285556,0.33590582768954563,0.6207316011234068,0.47582556216617256,0.2510388763550168
0.14096866340697028,0.488033669226278,0.523469309676957,0.24739358169097894,0.5277368912079949,0.32321424983371727,0.8359342596367411,0.5236120124740659,0.43279563192265075,0.2728926650114335,0.891551130716106,0.5301361795750787,0.3103087558710782,0.22365171149611734,0.36683238601585366,0.5537438702940155,0.5940957185728204,0.3636257217608228,0.6992489835780645,0.41966330214373576,0.25943382890876915
0.5211944741221993,0.4930854229007287,0.15886645299838179,0.0557458134070595,0.4950852306594655,0.3697774641558339,0.5923782476928824,0.0986695080638872,0.3421709122632988,0.41294161662495565,0.2694987628725385,0.6089165999243742,0.3437139540646441,0.9484457710493815,0.9595108640386792,0.09428702434086712,0.8623006656003331,0.2648609622487082,0.6843951242897462,0.44928969215164005,0.35799123769251484
0.8517108683568021,0.24216924070360954,0.4494861611972801,0.7497873686771811,0.10516005802018144,0.336843173878017,0.3846000069737717,0.13674602846599437,0.4545666586298996,0.37727852011291807,0.2692615193257192,0.8933060851331269,0.28580042261556854,0.7684092378779195,0.9763476477193803,0.2588065829603986,0.7055736649827254,0.36774974549670153,0.3891731418111886,0.21200007714474653,0.3608906013814363
0.8194814778489442,0.22354728498159726,0.2307302402277632,0.07339962326960778,0.1963371375324927,0.32023218696662736,0.8285307639293528,0.15069116086196604,0.15984218841172143,0.38266744523165425,0.5394407295536361,0.8156840331911432,0.057646820743986714,0.7257762790457731,0.7400432650513898,0.17417966692106696,0.5987757264515229,0.19434976849559665,0.3515213812789132,0.27295691580385223,0.33800876083986486
0.47666205940242795,0.07602014912495829,0.7307572957289199,0.098220403412545,0.28334023587426554,0.34536440125623896,0.31810827114002865,0.7345825259831479,0.6581698225946466,0.3793586569581537,0.38028941603942157,0.5748646478795144,0.11619008460621913,0.6994581902647133,0.7801442956711321,0.4013730287001455,0.8352217937382648,0.2615655213214549,0.8359448199719351,0.2872165718546553,0.2912152695517416
0.4258507784008791,0.055688988766731236,0.6210991399295939,0.7330767207325757,0.27558645884274485,0.1669269385606081,0.9015946518065582,0.3913002932375258,0.43374828064669757,0.3603145349373479,0.11435220434894075,0.6751051075000678,0.03533676527656387,0.6206223871349575,0.9675073333104353,0.10930934723709862,0.7073231097463112,0.7094564237835096,0.306687650159656,0.3079136173863756,0.29036627904973944
0.6591158801697432,0.6464003496092975,0.23162002529580347,0.33433988893313615,0.14590664100912804,0.13044648338988668,0.6956735554964566,0.8554655766934826,0.20370604990364188,0.16971650166690727,0.6028574383173605,0.5264682859297487,0.32294382391008775,1.2290419693286911,0.4431075384364184,0.6452817488894717,0.617113735295857,0.059205339309962045,0.19800058512038282,0.14177397005811823,0.3478809530969673
0.7897186436734579,0.376503345235393,0.4662406681874898,0.23155127925951763,0.07066672032486093,0.4787097705468818,0.9942035014938984,0.47046545036567516,0.25447731192743844,0.29414847253851,0.4972487531344401,0.8069189034040452,0.20441318089263152,0.912415720362491,0.8545378803156828,0.13496475615272044,0.5441177845478123,0.7808597013284109,0.3022816933355559,0.13070375345626079,0.35177220261304337
0.8793760494056032,0.011608054232051763,0.3127675553977471,0.05265249900439134,0.14503095727750076,0.536380039759408,0.8803832416976003,0.10505033673219642,0.25130319612149093,0.6204878637636172,0.14080123270404854,0.7484963865774962,0.34537819219518967,1.0407814982076353,0.670169989762928,0.4034549325014522,0.7717360724648622,0.5871318470357542,0.6788859603137329,0.2857689962006567,0.3879439683102153
0.4630651250835219,0.8793511768606359,0.26931627395879704,0.5225893298524668,0.37921981191972653,0.309590511708595,0.673875379944204,0.22265148255762232,0.20974271397082836,0.27323674143969867,0.1595136793474711,0.6544364178652526,0.3391843767110153,0.551005249149848,0.9766418653257716,0.2781530130640178,0.9042597408607181,0.08045233785258779,0.4258319472254788,0.31408032072669484,0.18752872125911033
0.41864975395666254,0.8210143563323493,0.3168472755204751,0.18296051559139295,0.05840086516918093,0.1278126270672213,0.506489123121438,0.4789884804077491,0.22548770431744158,0.5751867827626255,0.4035215299922651,0.7253332705902874,0.4408978737840425,0.5122088800834349,0.7709193627950718,0.1651661642498729,0.574767823343544,0.46712407830743674,0.9346541355178745,0.22353777699636984,0.3224338442274037
0.2547193500146986,0.42080605609146665,0.5902910951188236,0.4031284256050596,0.6449378490220368,0.6272944197211802,0.5447247537682234,0.1388507435477848,0.46341112431286197,0.8193645595696414,0.5274365006105964,0.5772464484493847,0.19745184112187436,0.2620852852853574,0.8710498224358207,0.13921818755467605,0.29408151944198085,0.5669172705874517,0.45168307862238183,0.6813058845254392,0.3022212286012502
0.9090371980652371,0.7738981822002686,0.7581930686618393,0.6628237513112625,0.25453464173032386,0.5657784142076835,0.4545214416479411,0.0903693891408903,0.6681430529592156,0.4451553637730544,0.5857771770987241,0.7372297149129122,0.009183010182383865,0.8257079418807203,0.8485878988643475,0.5671426683781783,0.328745793032807,0.3650397917472685,0.5524180440481773,0.30110437634463066,0.3919337728349683
0.46104902892400074,0.7597244910577485,0.5627173093457486,0.1547082448751968,0.5043055173032983,0.2350705570977452,0.7992110876853117,0.6281608183293645,0.30264913210995703,0.3062451357596146,0.46650879244244714,0.5313104344880988,0.088987616528818,0.7007439196308755,0.8706765745585647,0.4099404987023775,0.8438365931040184,0.15221570090362882,0.8114397661039445,0.4089277854793542,0.3759878783793205
0.16721090831890503,0.5458950723154731,0.2570612216314273,0.38268530254382027,0.789030055938973,0.21911634758811874,0.9004110795520013,0.13436355486252494,0.36888837763408583,0.018583527372170033,0.5856103200030046,0.47589675627272543,0.0806576692591269,0.34409363401593723,0.9113182112422664,0.530062965507235,0.7329946329246623,0.05664150399588375,0.819699770579325,0.5399332219638335,0.33365877990361004
0.9208732544910647,0.22617626764510618,0.14349248251343408,0.6414761079160266,0.44561172503253543,0.09709926408412878,0.5632286881716927,0.15818504253353508,0.14132346997261014,0.44123404992107274,0.08265572495184377,0.6674479451907822,0.250741057121394,1.0410562322007733,0.8305419780175017,0.6081490561477676,0.4878255627361315,0.6985884483500077,0.7568045814561599,0.40322688122756045,0.359176491947706
0.3595542927386739,0.4705106749926945,0.25569491759302315,0.4819834929169853,0.12257363486863089,0.49267369501349995,0.7377205214149499,0.4343765180480401,0.02212944453708413,0.1978955755261741,0.25366830121077105,0.7717613385623243,0.12484423300918801,0.3303105801493704,0.9339223213217961,0.4172271031860783,0.49916008320636523,0.6882368163853368,0.3427001683724724,0.1341214292330594,0.22055848199569195
0.11265958715322061,0.3914771441171139,0.504577380167769,0.2860876977169442,0.02463405403915123,0.23565097981052663,0.7880651591029783,0.4498989123527356,0.40077310164313495,0.12210397061737892,0.5278708501381115,0.799000950027744,0.22357528669433954,0.43941498066183987,0.7981164614997527,0.43416863960530805,0.7188550322341404,0.22786476382884122,0.5356629080013625,0.06707507817469283,0.16136834574533893
0.20819517768534596,0.30251246437405377,0.5377143302377082,0.06619297237753269,0.50994959172445,0.47274584737089775,0.8152972486422988,0.20605329522305862,0.1623857530002234,0.5694145932047184,0.39072331246921277,0.6397084195966816,0.3922140493632603,0.3855922867598665,0.9972312793729985,0.2916898315522318,0.6890511056855418,0.5813832866739175,0.5127809969968559,0.5146681126294989,0.22311739295132904
0.8190148963034288,0.6136598562990706,0.6227305200811443,0.820460531154172,0.26655413272865863,0.47830801257518174,0.598710296769474,0.4770702760565308,0.09517696131820319,0.06824232997884752,0.33460996087754324,0.6830742423827955,0.12538163824974943,0.9926634440781534,0.6744557794931536,0.3863835265465249,0.2645025685766191,0.17566303079450316,0.09708882798340839,0.18457766639155287,0.4608636533810026
0.08679671827779387,0.6995552374559173,0.47543588872240355,0.400697420895905,0.13235185613566922,0.1879455608188529,0.5983279071517201,0.1665479811688431,0.08460361861446855,0.576348983439153,0.5604725546908197,0.7868021074656948,0.4343408611078615,0.44746306208952474,0.8938909688293614,0.31574803481714214,0.7577160754093877,0.5594680929872669,0.6722038746072018,0.26292854304941715,0.3077172948955027
0.336206827965725,0.5408419854345785,0.4011906002002121,0.6550536506119327,0.5648824242791188,0.6043982371305896,0.650405152551672,0.5944584767993473,0.2521886148432179,0.39408301112770716,0.4832729499278934,0.5023898965182596,0.2317249909445647,0.5361788495441531,0.746358837665959,0.08069628274437743,0.4702993345317786,0.24491940268028894,0.2778584245332862,0.4898616067108339,0.39215818390299423
0.36453792120612144,0.15850875503506967,0.7091718859291722,0.35914845589492717,0.6037840246180163,0.5033297506917712,0.5642630950437287,0.49022791936610616,0.4168631401137628,0.4693756061012323,0.43834216270493864,0.48859817321698285,0.156857729296333,0.49713478285323254,0.9498981284589257,0.1181963608286472,0.6716355011285299,0.021649748510051185,0.6795489457000721,0.5039602905651963,0.35041087704999213
0.22939544867653422,0.2414707356138298,0.6029909514432764,0.3712594116889982,0.4299267586174887,0.691120818848667,0.7834199371792643,0.31157511060007215,0.24620685482547472,0.5863502100002147,0.34992155073035675,0.6543787112603923,0.35863171169039965,0.22184065061052696,0.3681708853687577,0.09588478273898082,0.5493643730223101,0.2127015568101651,0.24508175889444045,0.44005478298635375,0.20834731817839944
0.0400137367454893,0.8792666259759033,0.4440450126644757,0.5042372551237813,0.4330463069418888,0.22186340793632536,0.3986178171617681,0.28217129339301467,0.3825527218745141,0.3563097967217891,0.4575629465167682,0.535494525435143,0.5336421588204313,0.1747363814532785,0.19735079014483195,0.5239824777303818,0.7900458044453257,0.5140081258961139,0.1635566163482167,0.379881497821438,0.2758106678470034
0.1885358227402641,0.09176643841843046,0.6078080728830401,0.1723936730474191,0.7859588489996194,0.6572092694566566,0.6578507044165572,0.22887049434107815,0.3725664786815009,0.4318258405054472,0.828535461733421,0.43542418289422424,0.18823108529579016,0.7239896528774435,0.9819177094650611,0.1588232677947991,0.6378357928237247,0.8026731797132373,0.6351676334724757,0.6241388405925166,0.31083165269234964
0.1330997762965479,0.5069606205263225,0.34475547468409795,0.3434359041525749,0.09355110799124132,0.11088809288019325,0.7075230316288877,0.26398213957936983,0.47116008647145663,0.26271767701330745,0.29892043820397174,0.7852941109762497,0.028670371642932034,0.23709493183040486,0.509945345023233,0.623679225264595,0.13888455348937886,0.12990346958979612,0.22426196316502858,0.14740430955929487,0.21376742123530965
0.1927577740124261,0.37316264804404,0.41531106068991663,0.539045952666768,0.18361795935402034,0.2471441881828099,0.505826560716456,0.7482033761486366,0.1547478552523068,0.6096863663116682,0.2322252857089684,0.583537891017574,0.4913563546383196,0.29226526302351613,0.7148741023120601,0.504378337901575,0.36676411173218115,0.4808565105974467,0.6200462204723063,0.30141696795094847,0.2608424408326583
0.6264755224384374,0.5749579761812699,0.5421029677643829,0.5427560737353017,0.05916077292899882,0.4173309809470527,0.4191852433355601,0.06474212865229913,0.3663206073799038,0.1606210079022852,0.2623844130201878,0.8981547457338014,0.21062103487370273,0.9313528705290566,0.4842897761642782,0.4067104385932422,0.2928962053671104,0.3734580576299406,0.41529586590205136,0.16519615382191222,0.2860475098630743
0.09045134970129633,0.6969264074628222,0.4199838699642187,0.08030854962415192,0.1751228243019546,0.19447789196830356,0.5857308151785329,0.32514262375949454,0.3368747115837524,0.5799450364921656,0.22688883076986754,0.7297870715234598,0.17382142892437435,0.5817002574500474,0.4224152634079873,0.5555213609060784,0.29364532729934495,0.23396263500607895,0.9092498134871476,0.28386116590156635,0.3113691684224539
0.6612062588416757,0.6239327423955159,0.1699432687324439,0.5523569939640613,0.5363949992990982,0.24605288699477615,0.8142787766714887,0.15089603346428956,0.7727455396445474,0.2840288589861123,0.5018921818600953,0.535299732055223,0.03686056285055273,1.1322295479909112,0.9366595879754244,0.11282582995460824,0.40604880577741576,0.6058189160826746,0.530987302699115,0.42165768201336973,0.45670766306866845
