date,city,geopotential_height,high_vegetation_cover,high_vegetation_type,lake_cover,land_sea_mask,low_vegetation_cover,low_vegetation_type,soil_type,target_latitude,target_longitude,grid_latitude,grid_longitude,total_precipitation,runoff,evaporation,dewpoint_temperature_2m,experiment_version,skin_reservoir_content,skin_temperature,soil_temperature_level1,soil_temperature_level2,soil_temperature_level3,soil_temperature_level4,soil_volume_water_content_level1,soil_volume_water_content_level2,soil_volume_water_content_level3,soil_volume_water_content_level4,surface_pressure,temperature_2m,u_component_wind_10m,v_component_wind_10m,rainfall_mm,rainfall_monthly_anomaly,rainfall_3month_avg,rainfall_6month_avg
2025-07-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0013123094953155956,0.0005883970092569654,-0.0021953198631192153,284.5428542653258,1.1647066976276919,6.849650838729032e-05,293.1866484937524,293.5742246256611,293.61447921864414,293.4385635843135,293.5028407080002,0.3066105053254743,0.30759458350860125,0.3300455397745846,0.41682859298160024,83033.29397056381,292.9580773720258,-0.5452704538816123,0.7639300760482237,15.512262962226506,0.31564260393526394,50.137837376156604,85.39154245617719
2025-08-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0033014635273419836,0.0005331878247114511,-0.0024075010442586708,285.73956007264644,1.1825384341766239,0.00012044239424422041,293.5483870859039,293.93933263186426,293.96430909528766,293.7965523574234,293.5798235817473,0.35489310304956595,0.3459210063856397,0.32574739645023,0.40635194265241825,82997.34725907867,292.894397228828,-0.5120200786512252,0.6019122501133982,43.345395546183155,0.6339631657782772,31.517974149892584,80.82979979433766
2025-09-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.005221133792052767,0.0009197403925334395,-0.0027735682419480342,286.94577540766005,1.1859424095511557,0.0001523410230787164,293.2933676592175,293.9177660629874,293.8681654550707,293.82077374228777,293.68065479886434,0.3938882906427626,0.391251914932494,0.3655093969730981,0.40095288098282855,82939.8717249312,292.6296188831647,-0.470164384821309,0.4709384379186679,99.70366679011924,-2.212668867662007,58.13857283267069,76.77019366696388
2025-10-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.006257205191177663,0.0017030308107457857,-0.002891078709446258,287.8457502348583,1.1896506489934595,0.0001865727206088004,292.8845541882062,293.5993074578734,293.5629995790404,293.5971778687845,293.7241735710787,0.4237842086375019,0.42241602213575086,0.4030027888116385,0.4069940439027878,82891.75613859222,292.16143669656486,-0.45608892845308974,0.3481950355223597,126.94357441447234,2.673822954344819,93.435611352908,70.56601036606679
2025-11-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0067110015245098196,0.0021977669855619037,-0.002884500114877358,287.99227285442345,1.1985135694680824,0.00022052789091222907,292.4192445074651,293.1126904158768,293.1631808086656,293.29536586083225,293.6096500531921,0.4289306972966357,0.4355698996492742,0.43540331584783815,0.4210050425009311,82873.08218165551,291.77833455368483,-0.3803130037970716,0.18243705390505674,122.15685121145266,-2.055554716600757,115.79082858378067,73.35177332449848
2025-12-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.004332591310806873,0.0019321097882071662,-0.003003592641663107,287.7580112569788,1.1829870148783237,0.00021388156190674842,292.5501200352162,293.10998720589265,293.1065815613433,293.14060449544996,293.3792024090107,0.4244187109018818,0.4274429076403486,0.42834841350424707,0.4318409719952887,82882.33205812893,291.91830778111773,-0.28959476408582596,0.04010487748703909,91.94581973469074,-1.8199073339042773,111.3126351334648,84.40862427747929
2026-01-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.003160527070014912,0.0012349893295538563,-0.003106437681337281,286.9706101985292,1.17183481808262,0.0001612747814368109,292.9500032390666,293.47473949764657,293.46484215727713,293.347105556845,293.34879103352046,0.40381742625025097,0.40480510943466164,0.4019831661793212,0.42880363738564997,82876.43470940445,292.55017224073316,-0.026514088026876232,-0.13967714869497921,68.18352231245609,0.39290116209646886,93.3679035230976,93.64769168669628
2026-02-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0031303041702271843,0.0009514061505719368,-0.0030600742796100654,286.8959417714358,1.215477805264161,0.00014379870302619414,293.71824926003814,294.21830681841624,294.15591516189545,293.91316370022685,293.4178897007329,0.3891203679809903,0.3854606901432578,0.37644755963787857,0.4225461380399569,82837.94107291811,293.2258014787953,-0.15277854362492227,-0.04989998554390726,81.45115368828198,-0.3558107491268464,82.33528295449449,99.00266622229537
2026-03-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.005357828328760195,0.0010606999900667818,-0.0031443517774087247,287.84088595182834,1.21512753425977,0.00018955483226961069,293.65802854896447,294.1960651403564,294.1275118087381,294.09474040144767,293.738052010102,0.4137158109566116,0.4123341570114119,0.3867410018937215,0.41764666405353845,82823.24111060111,293.01538168041844,-0.4152088369673655,0.32607531460270456,121.84672811434457,-1.1855633322611148,90.57471024322543,102.6923110271373
2026-04-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0065930686270127825,0.0023655039643777137,-0.0030297309360888284,288.4717489338787,1.1850727428586467,0.00022868075262196119,293.09859968533107,293.72335466026897,293.7219523777376,293.828337118237,293.8029144920433,0.42808412363295834,0.4294130883249473,0.42372875741420224,0.42407472811834823,82869.8232137157,292.53979781316076,-0.6533343097671375,0.717393796874549,139.5181705713212,1.2153847683730712,115.903976746918,104.87510340371767
2026-05-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.004444292125926024,0.0026564625255472325,-0.002979487988958224,287.98059305092926,1.3020911788380465,0.000169350790811115,292.8852176996894,293.3992270370068,293.42580170743537,293.5944210526827,293.72325260582534,0.4067043647962673,0.4136477711002706,0.42340308486677475,0.4333441493652454,82961.76076949708,292.5598854879641,-0.7871724552466338,0.9660204184641428,107.5248803618266,-2.8986949435048968,127.81661309103258,102.95896225695155
2026-06-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0021678549123628063,0.0013312607575203114,-0.0025964018414964428,285.95340502390735,1.293221576929847,9.597074869675211e-05,292.74313788880886,293.2463646722847,293.2683437838723,293.4225688116899,293.62680437085606,0.34918282023894126,0.3590276182020053,0.37069483309659124,0.4295009525139376,83016.46048944922,292.6969189954293,-0.5887918032287722,0.8889491345202929,25.757110966163644,2.454913547567272,93.67462325662723,93.66658178521234
2026-07-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0009384464630984691,0.0005137347339643704,-0.002199650969912091,284.41367701288266,1.23378356327254,6.597773093797655e-05,293.27258323001263,293.6061445103764,293.58439667553455,293.5077016615513,293.49831030551,0.3095675591895167,0.3108067499059915,0.3328463875008514,0.41793242511578915,83010.23631602137,293.0191070611239,-0.5770799526760186,0.8090416158517975,15.825322668627987,-1.1933358295963599,50.66574829909524,83.85559454161546
2026-08-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0033476747794464125,0.0005148012791109367,-0.0023387649649929897,285.62758470846273,1.2009498669534255,0.00011479370928008301,293.539176234148,294.02877858024067,293.9439352942755,293.8443593120288,293.5883635847351,0.3510054526844137,0.341693486139958,0.32758996810865815,0.4073333976069323,82969.4401535674,292.86589179749444,-0.5398239096698395,0.6086940698075903,46.14885761870444,0.6368405076582793,30.043715885978916,80.77161638027053
