date,city,geopotential_height,high_vegetation_cover,high_vegetation_type,lake_cover,land_sea_mask,low_vegetation_cover,low_vegetation_type,soil_type,target_latitude,target_longitude,grid_latitude,grid_longitude,total_precipitation,runoff,evaporation,dewpoint_temperature_2m,experiment_version,skin_reservoir_content,skin_temperature,soil_temperature_level1,soil_temperature_level2,soil_temperature_level3,soil_temperature_level4,soil_volume_water_content_level1,soil_volume_water_content_level2,soil_volume_water_content_level3,soil_volume_water_content_level4,surface_pressure,temperature_2m,u_component_wind_10m,v_component_wind_10m,rainfall_mm,rainfall_monthly_anomaly,rainfall_3month_avg,rainfall_6month_avg
2025-07-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0030525954637842974,0.0010449917564254575,-0.0026913178215440823,285.654851393416,1.0,0.0001162264742530454,292.9459228543827,293.4493309605117,293.41941277478185,293.370568559434,293.3812179954381,0.3481399953121126,0.35238244975533695,0.3601326788077236,0.4164211763457457,83032.97000688312,292.56117237724305,-0.5165662092797819,0.6493021793703492,52.49881746837036,0.04696105148411989,69.09579727557112,86.87415691748143
2025-08-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.00354725518450137,0.0010336044353191146,-0.0027473767401902365,285.97172019488045,1.0,0.00012711626837974836,293.0285092041777,293.5408042919957,293.5113208317209,293.4509876024854,293.39798289874017,0.35994089776729365,0.3609556498511296,0.3584957304785774,0.4135699239646132,83025.32408014391,292.55762548496136,-0.512653331003184,0.5976460191597268,60.155007872131236,0.05601191024420748,64.63335471880933,85.50865211834757
2025-09-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.004014251316284107,0.0011126647718950246,-0.002820928434474139,286.28939839883765,1.0,0.00013725326339243966,293.0277890892005,293.5584652374726,293.5345824541848,293.4848859957236,293.42136785615605,0.370519105034175,0.37109155559869694,0.3641626394384166,0.4120828930680677,83012.99151726319,292.50165379683455,-0.5064286475010475,0.5612196830019949,71.58482292479839,-0.012368005625170472,67.17594404992938,84.14264991888817
2025-10-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.004851397031719457,0.0013023662974919973,-0.0029394498873061303,286.83208786468805,1.0,0.0001573434788780889,292.9793465689574,293.54149131422975,293.5312744543766,293.51429678474364,293.4553721156307,0.3896687084054531,0.3894264694229113,0.3757274564185489,0.41073967758953894,82991.14444534761,292.38668879677294,-0.4913850445489314,0.4871399023356111,89.55326170779836,-0.056535657643774606,74.05744477549199,81.83793442890162
2025-11-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.005398167531686233,0.0016160391620917477,-0.0030120735975322083,287.2109923738646,1.0,0.00017507770357579134,292.8015796348014,293.3921065565721,293.40035068859265,293.4346378431444,293.4595439159022,0.4026272126974921,0.40449654444005684,0.3935486963426736,0.41379976406748037,82970.96835762191,292.1969225568939,-0.4658265376459077,0.4243756405113925,102.32052390274139,-0.1680044218205874,88.04189206345656,80.91326827835324
2025-12-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.005304201275158593,0.001783850463478213,-0.003052087433800768,287.32258808708656,1.0,0.00018564885711700263,292.6555719829871,293.25252868303625,293.2657431713776,293.3224245673202,293.4158613163101,0.4082577974971831,0.41105298805837354,0.4042505276977581,0.4190537845533946,82961.48801540384,292.08683279776375,-0.4298072620518953,0.3494392820256224,100.50531834744334,-0.1689910130741594,97.31135391838502,82.53471629863962
2026-01-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0047714663893661064,0.0017181792394765168,-0.003087356353540908,287.20969555122366,1.0,0.00018131751806252694,292.66503371506013,293.24611946079887,293.24821287931314,293.27584263151226,293.355044779465,0.4053350121502602,0.40819963311945795,0.40428701465140354,0.4227496166722098,82957.18845605524,292.13786923977904,-0.3608999203930526,0.2716181832638276,91.08516072947468,-0.15827562354698538,97.63216681258712,86.0610967074358
2026-02-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.004210555379205762,0.001476044531825927,-0.003123638793526328,287.0394004643199,1.0,0.00016869327651898016,292.8793043368248,293.4354599302765,293.40999238858376,293.3631145211776,293.3306549759059,0.39788280526178355,0.39971166380663337,0.395253004510417,0.4227069177718567,82951.60371970556,292.38338547967754,-0.3208114702592834,0.2291318856850004,83.88122902991937,-0.052430275139862946,91.59750544856479,90.04632300497042
2026-03-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.00429811643935831,0.001336759220700075,-0.0031443601866719944,287.0755699046263,1.0,0.00016376833805253392,293.06925103839166,293.61957581835253,293.588264072655,293.5111388162867,293.37964316975473,0.3955585376240169,0.3966967485350299,0.38845403326791844,0.4201029616582324,82943.51048032068,292.5648266121499,-0.34240082619360984,0.2754231840585497,90.31556278531384,-0.06716478307393027,88.22100591850263,93.10478416750975
2026-04-01,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.004886343662830319,0.0014995812099060921,-0.003133754010722177,287.32548938736005,1.0,0.00017441174448503378,293.09368071681456,293.65807531369995,293.63693595486126,293.5828055120335,293.45704182656283,0.39927706147183867,0.40086611009899636,0.39137822186011134,0.418971231115214,82942.8844351184,292.56545461148613,-0.44540820404227394,0.4138511807464287,102.76662438265556,-0.09982279094731668,92.14794100448489,95.19513531328455
