date,city,geopotential_height,high_vegetation_cover,high_vegetation_type,lake_cover,land_sea_mask,low_vegetation_cover,low_vegetation_type,soil_type,target_latitude,target_longitude,grid_latitude,grid_longitude,total_precipitation,runoff,evaporation,dewpoint_temperature_2m,skin_reservoir_content,skin_temperature,soil_temperature_level1,soil_temperature_level2,soil_temperature_level3,soil_temperature_level4,soil_volume_water_content_level1,soil_volume_water_content_level2,soil_volume_water_content_level3,soil_volume_water_content_level4,surface_pressure,temperature_2m,u_component_wind_10m,v_component_wind_10m,rainfall_mm,rainfall_monthly_anomaly,rainfall_3month_avg,rainfall_6month_avg,monsoon_intensity,climate_change,siltation,agricultural_practices,landslide_risks
2033-04-30,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.005378195634377983,0.0015045214412976312,-0.003589503166666667,286.64887302231836,0.0001888691753589483,293.59993333333335,294.1649566666667,292.60701,293.3415994428429,292.8622241315024,0.4240997343333333,0.4263168316666667,0.42180379333333334,0.44368998333333337,83104.89333333333,292.71166999999997,-0.4657056223739023,0.34632559716667216,111.91973542270027,11.9744452933352,98.17336078889792,93.22016649683646,4.9595910952675775,3.7290664221804946,1.1514285838344127,6.333333333333333,1.306367240539818
2043-07-31,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.004353535388926859,0.0011525649340119553,-0.003589503166666667,286.22153591917,0.00017009165748970586,293.59993333333335,294.1649566666667,292.60701,293.6612693685163,293.71545358621256,0.4240997343333333,0.4263168316666667,0.42180379333333334,0.44368998333333337,83104.89333333333,292.71166999999997,-0.6386618013454779,0.5123784190353806,100.37193112349458,11.293759390454602,108.377475527051,103.92403780165317,4.340016442805194,3.7020143139391397,0.26534581461589657,6.333333333333333,0.44828496312480887
2024-01-31,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.003940118372841502,0.001052043031362997,-0.0032940843301232617,287.2544260098088,0.00014737714726319263,293.59993333333335,294.1649566666667,292.60701,293.84641910217925,292.9150942028842,0.38976108568337536,0.3869561105664789,0.38901055847445914,0.43684453446985105,83104.89333333333,292.71166999999997,-0.6859682681099007,0.5624471070034879,90.03267689431648,7.005417952360382,92.70837134209715,92.32729435589341,4.022843208413358,3.36794905073614,0.39262594344624024,5.230776120664673,0.5324289529948115
2038-04-30,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.004894209667635669,0.0011702881125001691,-0.003589503166666667,286.36374632292376,0.00017717530340267954,293.59993333333335,294.1649566666667,292.60701,293.42950373784083,293.3384888888889,0.4218100527964807,0.42072078405207464,0.41689954726592077,0.44368998333333337,83104.89333333333,292.71166999999997,-0.5780456178809212,0.40162195365536424,107.93832313472232,9.90707140676968,97.24081572885711,95.21322829213734,4.7783793389216775,3.9343568089963683,0.6153759673114554,6.2336888096280205,0.7856364463532398
2035-07-31,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.004415726711335828,0.0012281236037828523,-0.003589503166666667,286.3312735282388,0.000169586117104814,293.59993333333335,294.1649566666667,292.60701,293.5550917501009,293.65207116431975,0.42166247926507605,0.42450083736890204,0.42180379333333334,0.44368998333333337,83104.89333333333,292.71166999999997,-0.5966820168474114,0.5012150404691927,98.82125690208399,10.158378711983227,106.73949692853688,101.88998683351836,4.314941539478066,3.7087760607046274,0.46521788369373623,6.333333333333333,0.6251765570905071
2025-07-31,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.004693457872471929,0.0016612680352135806,-0.0035318859355359454,286.99863654234804,0.00017265758444739296,293.59993333333335,294.1649566666667,292.60701,293.28993527286616,293.04939647753173,0.4080599797584372,0.41335246148382715,0.415904988329805,0.4429966133829178,83104.89333333333,292.71166999999997,-0.5404417176641789,0.472258603707046,106.33823418912651,15.96212819905808,107.76897675455245,102.18316145507843,4.777269942772086,3.6078308121493374,1.2419002502808143,6.004342263068163,1.3797723707970306
2041-01-31,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.004215361198389501,0.001137912608554631,-0.003589503166666667,286.1951365783314,0.00015934535740399778,293.59993333333335,294.1649566666667,292.60701,293.87134206311845,292.92791661615775,0.4093887733749135,0.41587715992167634,0.42112652286145663,0.44368998333333337,83104.89333333333,292.71166999999997,-0.6449134606917287,0.5330276732437075,92.32123613873205,10.485186887450245,97.62826660068406,95.04377405044913,4.089693589718686,3.3273041957327014,0.45408411804414345,6.210754851016326,0.5665193793625974
2042-01-31,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.004088025577061445,0.0010387175345842124,-0.003589503166666667,286.59731432316966,0.00015568482462179544,293.59993333333335,294.1649566666667,292.60701,293.9579048432308,293.7190429979794,0.41559337421083825,0.41760857162413284,0.4191992832986518,0.44368998333333337,83104.89333333333,292.71166999999997,-0.7151023396394175,0.563075054413028,93.75085291191819,10.821882465756062,97.44797069362694,96.25877157604098,4.154109269680352,3.392734448870639,0.22144808089778553,6.313326941392237,0.3595337413905313
2039-01-31,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.003972272618755453,0.0009847798237009066,-0.0035112041545725978,286.82383242274227,0.00015230673984156489,293.59993333333335,294.1649566666667,292.60701,293.90474109568214,293.6813716257755,0.40941018279943725,0.40844876239221556,0.40955865091237387,0.44368998333333337,83104.89333333333,292.71166999999997,-0.736595254955145,0.5671114526298994,93.47371961098004,10.098286924912896,96.50107684719687,95.99588131771559,4.13879977674361,3.388206211756394,0.14643167316530156,5.9973542688806,0.3274275516485009
2039-01-31,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.003972272618755453,0.0009847798237009066,-0.0035112041545725978,286.82383242274227,0.00015230673984156489,293.59993333333335,294.1649566666667,292.60701,293.90474109568214,293.6813716257755,0.40941018279943725,0.40844876239221556,0.40955865091237387,0.44368998333333337,83104.89333333333,292.71166999999997,-0.736595254955145,0.5671114526298994,93.47371961098004,10.098286924912896,96.50107684719687,95.99588131771559,4.13879977674361,3.388206211756394,0.14643167316530156,5.9973542688806,0.3274275516485009
2042-04-30,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.004861520455261406,0.0011384637103021387,-0.003589503166666667,286.2201971486908,0.00017717575074726027,293.59993333333335,294.1649566666667,292.60701,293.4794437321196,293.3384888888889,0.423635236701777,0.42268692751579007,0.4191992832986518,0.44368998333333337,83104.89333333333,292.71166999999997,-0.5975816411487056,0.4044470263332329,108.49683745480367,10.812160082651728,98.23540608617289,96.34484169873542,4.785369078227906,3.9400554365931555,0.5104281710440768,6.313326941392237,0.7118586403235779
2045-04-30,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.0052826505700916725,0.001391530923929113,-0.003589503166666667,286.1703226454115,0.0001893464624716867,293.59993333333335,294.1649566666667,292.60701,293.42195541685663,292.9395077777778,0.4240997343333333,0.4263168316666667,0.42180379333333334,0.44368998333333337,83104.89333333333,292.71166999999997,-0.5287346231176344,0.35922507381077207,113.79954250867365,13.363690165965965,100.71784150621123,96.3936707784794,5.005693547351279,3.736663888824905,0.8501099943262765,6.333333333333333,1.0708307787490081
2026-04-30,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.004989202072220027,0.001292080858455311,-0.0035196770639342634,286.680558241593,0.00017712997521082758,293.59993333333335,294.1649566666667,292.60701,293.26866566180723,293.3316353627018,0.4157370313488607,0.41493744149811856,0.40961677808690283,0.4378704749421718,83104.89333333333,292.71166999999997,-0.5153180173660291,0.38782233927756216,105.80020738902034,7.746763843226084,94.78361615300345,92.0914831048896,4.741453632108797,3.930959223121897,0.9098598130155505,5.980099864167497,1.0323505029900415
2021-01-31,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.004383965976779847,0.0013336230986353613,-0.0034495853149440602,286.98397812412776,0.00015882898541910015,293.59993333333335,294.1649566666667,292.60701,293.74258500075126,292.76612105708205,0.39677602409109985,0.4022472248824495,0.4017822590430245,0.433391513718806,83090.22887577229,292.71166999999997,-0.5769886926226785,0.5207772748043684,89.27411689973563,6.867287861678455,93.3504004022687,89.74225660880593,4.038629886141204,3.3219754442187974,0.7861262064937176,5.589861627317808,0.8859931610873896
2025-10-31,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.004436484431369392,0.0013171766163584152,-0.0034620598328035414,286.75434323625024,0.0001562886862617153,293.59993333333335,294.1649566666667,292.60701,293.40494176258244,293.18419395304403,0.39969727677396455,0.4019730713152791,0.4037179730833744,0.43902570745218733,83104.89333333333,292.71166999999997,-0.6434704426284228,0.5899511115666667,103.77178809358696,14.015323454795649,93.13063140057352,97.62462975399427,4.6745917430091035,4.168121898466039,0.8102387378368999,5.651108793902327,0.9551902519981436
2033-07-31,Kabale,17455.652201526806,0.9086567073077686,19.0,0.0,1.0,0.0186623533181755,1.0000305189751728,2.000030518975173,-1.242,29.9856,-1.0,30.00000000000001,0.004623865363735034,0.0015766435711305545,-0.0035872687129332777,286.6868559597587,0.00017328988400630414,293.59993333333335,294.1649566666667,292.60701,293.3415994428429,293.17838354482603,0.41200625526510465,0.4171549348770851,0.4206827511895039,0.44368998333333337,83104.89333333333,292.71166999999997,-0.5809004692475198,0.4812494870911859,108.00861573076082,16.92165555490345,109.54797231313546,104.34474111475267,4.803048892546468,3.607930943221627,1.0476825036614497,6.167176854706239,1.2211262783100805
